Seat,First_Name,Last_Name,Party,Votes,Year,Won
Freshman,Angel,Short,Access,553,2004,
Freshman,Katherine,Valle,Access,553,2004,
Freshman,Katie,Cobb,Keg,165,2004,
Freshman,Laura,Dimsey,Keg,141,2004,
Freshman,Allison,Jacobs,Keg,136,2004,
Freshman,,,,,2004,
Freshman,,,,,2004,
Graduate,Dawn,Gobeo,Access,291,2004,TRUE
Graduate,Richard,Caplin,Access,267,2004,TRUE
Graduate,Doug,Ratay,Innovate,258,2004,TRUE
Graduate,Ananth,Babu,Innovate,246,2004,TRUE
Graduate,Pedro,Allende,Innovate,221,2004,
Graduate,S. Camille,Broadway,Innovate,221,2004,
Graduate,Cheryl,Zonkowski,Keg,162,2004,
Graduate,Matt,Scafidi,Keg,154,2004,
Graduate,,,,,2004,
Graduate,,,,,2004,
Graduate,,,,,2004,
Graduate,,,,,2004,
Health_Human,Seth,Haimovitch,Access,186,2004,TRUE
Health_Human,Michelle,Owens,Innovate,98,2004,
Health_Human,,,,,2004,
Journalism,Brian,Aungst,Innovate,325,2004,TRUE
Journalism,Erin,Choy,Innovate,282,2004,TRUE
Journalism,Taisha,Nelson,Access,207,2004,
Journalism,Steven,Specht,Access,150,2004,
Journalism,Marissa,Bagg,Keg,128,2004,
Journalism,Paul,Lowe,Keg,80,2004,
Law,Kurt,Zaner,Independent,164,2004,TRUE
Law,Adam,Babington,Access,150,2004,
Law,Robert,Luck,Innovate,86,2004,
Law,,,,,2004,
Medicine,Rana,Yehia,Access,44,2004,TRUE
Medicine,David,Wein,Innovate,13,2004,
Medicine,,,,,2004,
NRE,Emily,Sciarini,Access,18,2004,TRUE
NRE,Nichole,Lynch,Innovate,14,2004,
NRE,,,,,2004,
Nursing,Emily,Donelson,Innovate,61,2004,TRUE
Nursing,Devery,Sutton,Keg,11,2004,
Nursing,,,,,2004,
Pharmacy,Samantha,Munro,Access,69,2004,TRUE
Pharmacy,Ira,Schatter,Innovate,46,2004,
Pharmacy,Rochelle,Farb,Keg,17,2004,
Pharmacy,Sherine,Goor,Independent,4,2004,
Public_Health,Richard,Rodriquez,Access,89,2004,TRUE
Public_Health,Sherri,Weissman,Innovate,36,2004,
Public_Health,Katie,Hodges,Keg,8,2004,
Sophomore,Lauren,Mierley,Innovate,1164,2004,TRUE
Sophomore,Michael,Patrone,Innovate,1115,2004,TRUE
Sophomore,Matthew,Dourdis,Innovate,1086,2004,TRUE
Sophomore,Brian,Rood,Innovate,1075,2004,TRUE
Sophomore,Evan,Tyroler,Innovate,1057,2004,TRUE
Sophomore,Jessica,Goodwin,Access,947,2004,
Sophomore,Erica,Carlsson,Access,915,2004,
Sophomore,Natalia,Napoleon,Access,909,2004,
Sophomore,Pete,Gruskin,Access,857,2004,
Sophomore,Brian,Offenther,Access,829,2004,
Sophomore,Paden,Woodruff,Independent,296,2004,
Sophomore,Nicole,Cerrato,Keg,288,2004,
Sophomore,Dun,Friedel,Keg,278,2004,
Sophomore,Erin,O'Such,Keg,263,2004,
Sophomore,Mark,Oden,Keg,261,2004,
Sophomore,Natalie,Swierzbin,Keg,234,2004,
Student Body President,Jamal,Sowell,Access,4896,2004,TRUE
Student Body President,Scott,Kennelly,Innovate,4379,2004,
Student Body President,Travis,Marsh,Keg,1141,2004,
Treasurer,Shema,Freeman,Innovate,4504,2004,TRUE
Treasurer,Dennis,Ngin,Access,4404,2004,
Treasurer,Matt,Moody,Keg,1415,2004,
Vet Med,Michele,Nelligan,Innovate,56,2004,TRUE
Vet Med,,,,,2004,
Vet Med,,,,,2004,
Accounting,Kevin,Young,Ignite,71,2003,TRUE
Accounting,Samir,Maasarani,Student_Alliance,24,2003,
Agriculture,Kyle,Shaw,Ignite,179,2003,TRUE
Agriculture,Matt,Yeomans,Ignite,153,2003,
Agriculture,Ryan,Wagoner,Student_Alliance,68,2003,TRUE
Agriculture,,,,,2003,
Architecture,Jennifer,Lange,Ignite,44,2003,TRUE
Architecture,,,,,2003,
Building Construction,Kyle,Knopf,Ignite,58,2003,TRUE
Building Construction,,,,,2003,
Business,Jason,Sherry,Ignite,489,2003,TRUE
Business,Christopher,Leon,Ignite,478,2003,TRUE
Business,Andrew,McSwain,Ignite,446,2003,TRUE
Business,Dan,Bruno,Student_Alliance,168,2003,
Business,Richie,Martiniuk,Student_Alliance,156,2003,
Business,,,,,2003,
CLAS,Chien-Tin,Liu,Ignite,585,2003,TRUE
CLAS,Brooke,Albert,Ignite,538,2003,TRUE
CLAS,Joyce,Medina,Ignite,531,2003,TRUE
CLAS,Gretchen,Lehman,Ignite,512,2003,TRUE
CLAS,Josh,Webb,Ignite,512,2003,TRUE
CLAS,Amy,LaClaire,Student_Alliance,489,2003,
CLAS,John,Paglio,Student_Alliance,474,2003,
CLAS,Gonzalo,Frias,Student_Alliance,465,2003,
CLAS,Frances,Harrell,Student_Alliance,464,2003,
CLAS,,,,,2003,
Dentistry,Alana,Keough,Ignite,32,2003,TRUE
Dentistry,,,,,2003,
Education,Katy,Rogers,Ignite,73,2003,TRUE
Education,,,,,2003,
Engineering,Laura,DeAngelo,Ignite,244,2003,TRUE
Engineering,Thomas,Metcalfe,Ignite,192,2003,TRUE
Engineering,Matthew,Gabriel,Student_Alliance,104,2003,
Engineering,Ryan,Smith,Student_Alliance,101,2003,
Engineering,Neal,Peacock,Independent,70,2003,
Fine Arts,Jared,Hernandez,Ignite,35,2003,TRUE
Fine Arts,Tiffany,Noe,Student_Alliance,33,2003,
Forestry,Caitlin,Leahy,Ignite,2,2003,TRUE
Forestry,,,,,2003,
Freshman,Travis,Santos,Ignite,746,2003,TRUE
Freshman,Katherine,Minotti,Ignite,744,2003,TRUE
Freshman,Charlton,Matthews,Ignite,730,2003,TRUE
Freshman,Marni,Jacob,Ignite,723,2003,TRUE
Freshman,Joseph,Vandebogart,Ignite,655,2003,TRUE
Freshman,Jessica,Goodwin,Student_Alliance,311,2003,
Freshman,Eric,Gordon,Student_Alliance,299,2003,
Freshman,Alicia,Fabiani,Student_Alliance,293,2003,
Freshman,Joyce,Olushola,Student_Alliance,259,2003,
Freshman,Arjun,Patel,Student_Alliance,235,2003,
Freshman,Diane,Kassim,Independent,198,2003,
Graduate,Shema,Freeman,Ignite,152,2003,TRUE
Graduate,Alex,Bond,Ignite,145,2003,TRUE
Graduate,Richard,Kilburn,Ignite,144,2003,TRUE
Graduate,Bill,Radunovich,Ignite,138,2003,TRUE
Graduate,,,,,2003,
Graduate,,,,,2003,
Graduate,,,,,2003,
Graduate,,,,,2003,
Health_Human,Gailine,Pierre-Louis,Ignite,104,2003,TRUE
Health_Human,,,,,2003,
Journalism,Jessica,Anderson,Ignite,308,2003,TRUE
Journalism,Cat,Outzen,Ignite,278,2003,TRUE
Journalism,Connie,Rizzo,Student_Alliance,161,2003,
Journalism,Renaud,Lajoie,Student_Alliance,149,2003,
Law,Bonnie,Bolz,Ignite,218,2003,TRUE
Law,,,,,2003,
Medicine,Andrew,Hsia,Ignite,42,2003,TRUE
Medicine,,,,,2003,
NRE,Colin,Colverson,Ignite,11,2003,TRUE
NRE,,,,,2003,
Nursing,Katie,O'Brien,Ignite,16,2003,TRUE
Nursing,,,,,2003,
Pharmacy,Jeremy,Thoms,Ignite,40,2003,TRUE
Pharmacy,,,,,2003,
Public_Health,Kelly,Vollendorf,Ignite,19,2003,TRUE
Public_Health,,,,,2003,
Sophomore,Meredith,Pelton,Ignite,1182,2003,TRUE
Sophomore,Emily,Garfinkel,Ignite,1167,2003,TRUE
Sophomore,John,Pughe,Ignite,1107,2003,TRUE
Sophomore,Gordon,Oldham,Ignite,1097,2003,TRUE
Sophomore,Russell,Semmel,Ignite,1078,2003,TRUE
Sophomore,Lauren,Zaner,Student_Alliance,601,2003,
Sophomore,Ellen,Gray,Student_Alliance,533,2003,
Sophomore,Tom,McMahon,Student_Alliance,522,2003,
Sophomore,Galen,Wood,Student_Alliance,520,2003,
Sophomore,Ankur,Shukla,Student_Alliance,499,2003,
Sophomore,Lanna,Daniel,Independent,294,2003,
Sophomore,Eric,Waters,Independent,247,2003,
Sophomore,Robert,Perlstein,Independent,183,2003,
Student Body President,Kyle,Jones,Ignite,4841,2003,TRUE
Student Body President,Ryan,Belanger,Student_Alliance,2121,2003,
Treasurer,Jamal,Sowell,Ignite,4703,2003,TRUE
Treasurer,Ben,Mattison,Student_Alliance,2238,2003,
Vet Med,Kate,Berger,Ignite,28,2003,TRUE
Vet Med,,,,,2003,
Accounting,Desiree,Noisette,Ignite,55,2002,TRUE
Accounting,Joshua,Owens,Swamp,40,2002,
Accounting,,,,,2002,
Agriculture,Amanda,Perry,Swamp,152,2002,TRUE
Agriculture,Dominique,Mideau,Ignite,125,2002,TRUE
Agriculture,Michael,Rovella,Swamp,117,2002,
Agriculture,Dara,Reinhold,Ignite,103,2002,
Agriculture,,,,,2002,
Agriculture,,,,,2002,
Architecture,Sammy,Meneses,Swamp,26,2002,TRUE
Architecture,Natalie,Jackson,Ignite,25,2002,
Architecture,,,,,2002,
Building Construction,Erik,Lindquist,Swamp,45,2002,TRUE
Building Construction,Jason,Smith,Ignite,30,2002,
Building Construction,,,,,2002,
Business,Mirza,Kafedzic,Ignite,415,2002,TRUE
Business,Matt,Bonner,Swamp,408,2002,TRUE
Business,Ryan,Sladek,Ignite,384,2002,TRUE
Business,Nicholas,Norden,Ignite,356,2002,
Business,Lisa,Abbot,Swamp,336,2002,
Business,Ryan,Mahler,Swamp,309,2002,
Business,Adam,Harber,DVDA,52,2002,
Business,Jeremiah,Waldron,DVDA,35,2002,
Business,,,,,2002,
CLAS,Robby,Jones,Swamp,531,2002,TRUE
CLAS,Lauren,Fackender,Swamp,530,2002,TRUE
CLAS,Gretchen,Lehman,Swamp,501,2002,TRUE
CLAS,Valerie,Lynch,Swamp,499,2002,TRUE
CLAS,Joel,Leppard,Swamp,492,2002,TRUE
CLAS,Kelly,DeLucia,Ignite,479,2002,
CLAS,Sarah,Cabarcas,Ignite,448,2002,
CLAS,Pedro,Allende,Ignite,435,2002,
CLAS,Tony,Jimenez,Ignite,429,2002,
CLAS,Susan,Chusyd,Ignite,419,2002,
CLAS,Chaim,Mandelbaum,Independent,243,2002,
CLAS,Eric,Bull,DVDA,185,2002,
CLAS,,,,,2002,
CLAS,,,,,2002,
CLAS,,,,,2002,
CLAS,,,,,2002,
Dentistry,Stephanie,Reeder,Swamp,116,2002,TRUE
Dentistry,Todd,Reuter,Ignite,28,2002,
Dentistry,,,,,2002,
Education,Sarah,Sweeny,Ignite,104,2002,TRUE
Education,Lissette,Sanchez,Swamp,45,2002,
Education,Cassandra,Jimenez,DVDA,0,2002,
Engineering,Brendan,Dhein,Ignite,406,2002,TRUE
Engineering,Ali,Jardaneh,Ignite,280,2002,TRUE
Engineering,Caroline,Cation,Swamp,275,2002,
Engineering,Dustin,Zeier,Swamp,224,2002,
Engineering,,,,,2002,
Engineering,,,,,2002,
Fine Arts,Alison,Berrey,Swamp,38,2002,TRUE
Fine Arts,Michael,Loffredo,Ignite,38,2002,
Fine Arts,,,,,2002,
Forestry_NRE,Jessica,Wickham,Swamp,21,2002,TRUE
Forestry_NRE,Colin,Colverson,Ignite,7,2002,
Forestry_NRE,,,,,2002,
Freshman,Allison,Kreiger,Swamp,706,2002,TRUE
Freshman,Alyson,Sincavage,Ignite,685,2002,TRUE
Freshman,Brian,Lake,Swamp,626,2002,TRUE
Freshman,Jason,Marrone,Ignite,598,2002,TRUE
Freshman,Rob,Batsel,Swamp,596,2002,TRUE
Freshman,Brad,Satill,Swamp,592,2002,
Freshman,Phillip,Harden,Swamp,590,2002,
Freshman,Daniel,Wrenne,Ignite,571,2002,
Freshman,Greg,Oropezia,Ignite,565,2002,
Freshman,Winston,Thompson,Ignite,562,2002,
Freshman,Travis,Wobbekind,Independent,152,2002,
Freshman,,,,,2002,
Freshman,,,,,2002,
Freshman,,,,,2002,
Freshman,,,,,2002,
Freshman,,,,,2002,
Graduate,Anantha,Babu,Ignite,298,2002,TRUE
Graduate,Shema,Freeman,Ignite,281,2002,TRUE
Graduate,Cliff,Miller,Ignite,260,2002,TRUE
Graduate,Chris,Dix,Swamp,218,2002,
Graduate,Laura,Guptill,Swamp,216,2002,
Graduate,Hollie,Noblick,Swamp,201,2002,
Graduate,,,,,2002,
Graduate,,,,,2002,
Graduate,,,,,2002,
Health_Human,Iris,Day,Swamp,88,2002,TRUE
Health_Human,Thuy,Pham,Ignite,86,2002,
Health_Human,,,,,2002,
Journalism,Melissa,Witek,Ignite,240,2002,TRUE
Journalism,Sarah,Pitcock,Swamp,223,2002,
Journalism,Dennis,Culver,Independent,44,2002,
Journalism,,,,,2002,
Law,Rachael,Zichella,Ignite,300,2002,TRUE
Law,Kristen,Cox,Swamp,152,2002,
Law,Justin,Flippen,Independent,112,2002,
Law,,,,,2002,
Medicine,Miguel,Tepedino,Swamp,70,2002,TRUE
Medicine,Jennifer,LaFlante,Ignite,26,2002,
Medicine,,,,,2002,
Nursing,Tammy,Minkow,Ignite,33,2002,TRUE
Nursing,Nicole,Bologna,Swamp,15,2002,
Nursing,,,,,2002,
Pharmacy,Bambi,Nelson,Swamp,89,2002,TRUE
Pharmacy,Kerry,Dennis,Ignite,10,2002,
Pharmacy,,,,,2002,
Public_Health,Stephanie,Ducheine,Ignite,64,2002,TRUE
Public_Health,Lauren,Vazquez,Swamp,13,2002,
Public_Health,,,,,2002,
Sophomore,Allison,Gates,Ignite,964,2002,TRUE
Sophomore,Tonya,Carr,Swamp,960,2002,TRUE
Sophomore,Jeanette,Coto,Swamp,956,2002,TRUE
Sophomore,Erika,Kaufman,Ignite,940,2002,TRUE
Sophomore,Neel,Patel,Swamp,916,2002,TRUE
Sophomore,Jariel,Bortnick,Swamp,906,2002,
Sophomore,Tesha,Kapusinsky,Ignite,872,2002,
Sophomore,Amelie,Romelus,Ignite,870,2002,
Sophomore,Assaf,Regev,Ignite,855,2002,
Sophomore,Toby,Philpot,Swamp,839,2002,
Sophomore,Ali,Burnett,Independent,322,2002,
Sophomore,,,,,2002,
Sophomore,,,,,2002,
Sophomore,,,,,2002,
Sophomore,,,,,2002,
Sophomore,,,,,2002,
Student Body President,Nikki,Fried,Ignite,4766,2002,TRUE
Student Body President,Chris,Carmody,Swamp,4218,2002,
Student Body President,Matthew,Witemyre,DVDA,261,2002,
Treasurer,Kyle,Jones,Ignite,4239,2002,TRUE
Treasurer,Jamie,Wicker,Swamp,3806,2002,
Treasurer,Gerald,Godwin,Independent,831,2002,
Treasurer,Andrew,MacNamee,DVDA,250,2002,
Vet Med,Amanda,Jezek,Ignite,78,2002,TRUE
Vet Med,Cynthia,Fallness,Swamp,38,2002,
Vet Med,,,,,2002,
Accounting,Kevin,Benenfeld,Fusion,50,2001,TRUE
Accounting,Keith,Harvey,Sun,36,2001,
Agriculture,Greg,Steube,Fusion,176,2001,TRUE
Agriculture,Cindy,Trevino,Fusion,157,2001,TRUE
Agriculture,Blue,Coltharp,Sun,114,2001,
Agriculture,Terry,Cooper,Sun,107,2001,
Architecture,Amber,Bard,Sun,18,2001,
Architecture,Patrick,Bates,Fusion,18,2001,
Building Construction,Joe,Winke,Fusion,51,2001,TRUE
Building Construction,Kenneth,Moore,Sun,39,2001,
Business,Allison,Judson,Fusion,382,2001,TRUE
Business,Julia,Akman,Fusion,375,2001,TRUE
Business,Jason,Mills,Fusion,339,2001,TRUE
Business,Rey,Curva,Sun,272,2001,
Business,Harley,Miller,Sun,232,2001,
Business,Negar,Sharifi,Sun,227,2001,
CLAS,Eric,Berger,Sun,566,2001,TRUE
CLAS,Katie,Johnson,Sun,543,2001,TRUE
CLAS,Yasmine,Taeb,Sun,518,2001,TRUE
CLAS,Teddy,Dupay,Fusion,503,2001,TRUE
CLAS,Ken,Kerns,Sun,480,2001,TRUE
CLAS,Richard,Fagerer,Sun,470,2001,
CLAS,Rebecca,Winderman,Fusion,455,2001,
CLAS,Kelvin,Lee,Fusion,451,2001,
CLAS,Donnell,Bowen,Fusion,429,2001,
CLAS,Meagan,Hinchliffe,Fusion,429,2001,
Dentistry,John,Nale,Fusion,51,2001,TRUE
Dentistry,Norm,Castellano,Sun,20,2001,
Education,Amy,Gardner,Fusion,64,2001,TRUE
Education,Heather,Brace,Sun,46,2001,
Engineering,Joel,Howell,Sun,425,2001,TRUE
Engineering,Christy,Wisdom,Sun,404,2001,TRUE
Engineering,Shawn,Hernandez,Fusion,186,2001,
Engineering,Kareem,Bradshaw,Fusion,184,2001,
Fine Arts,Sarah,Straw,Fusion,51,2001,TRUE
Fine Arts,,,,,2001,
Forestry_NRE,Anthony,Georgi,Sun,15,2001,TRUE
Forestry_NRE,Sean,Beckwith,Fusion,4,2001,
Freshman,Amelie,Romelus,Fusion,771,2001,TRUE
Freshman,Lindsay,Litowitz,Fusion,750,2001,TRUE
Freshman,Max,Starks,Fusion,741,2001,TRUE
Freshman,Steven,Cohen,Fusion,724,2001,TRUE
Freshman,Steven,Quattry,Fusion,715,2001,TRUE
Freshman,Jamal,Sowell,Sun,591,2001,
Freshman,Nate,Barnes,Sun,583,2001,
Freshman,Carolyn,Carranza,Sun,575,2001,
Freshman,Kevin,Knapp,Sun,556,2001,
Freshman,Desiree,Noisette,Sun,552,2001,
Graduate,Marciela,Alvarado,Sun,297,2001,TRUE
Graduate,Ajani,Dunn,Sun,283,2001,TRUE
Graduate,Rob,Szollosy,Sun,258,2001,TRUE
Graduate,Mustafa,Aktas,Fusion,165,2001,
Graduate,Alexis,Lambert,Fusion,137,2001,
Graduate,Eric,Ginnis,Fusion,124,2001,
Health_Human,Kim,Thornton,Fusion,112,2001,TRUE
Health_Human,Austin,Leonard,Sun,68,2001,
Journalism,Grayson,Kamm,Fusion,278,2001,TRUE
Journalism,Bryan,Diaz,Sun,235,2001,
Law,Don,Londeree,Sun,356,2001,TRUE
Law,Han,Minh,Fusion,166,2001,
Medicine,Mark,Soliman,Fusion,84,2001,TRUE
Medicine,Sean,Davis,Sun,41,2001,
Nursing,Eunice,Santiago,Sun,31,2001,TRUE
Nursing,Erin,McCoy,Fusion,30,2001,
Pharmacy,Annie,Beauchamp,Sun,83,2001,TRUE
Pharmacy,Marni,Williams,Fusion,76,2001,
Public_Health,Johanna,Witte,Sun,57,2001,TRUE
Public_Health,,,,,2001,
Sophomore,Kelly,Delucia,Fusion,1042,2001,TRUE
Sophomore,Robby,Jones,Fusion,1012,2001,TRUE
Sophomore,Stephanie,Ullman,Fusion,1012,2001,TRUE
Sophomore,Marybeth,Coleman,Fusion,1002,2001,TRUE
Sophomore,Jacky,Bispham,Fusion,951,2001,TRUE
Sophomore,Brooke,Demko,Sun,736,2001,
Sophomore,Mike,Loffredo,Sun,705,2001,
Sophomore,Alison,Berrey,Sun,698,2001,
Sophomore,Joshua,Rabinowitz,Sun,670,2001,
Sophomore,Julie,Petrick,Sun,666,2001,
Student Body President,Marc,Adler,Fusion,4333,2001,TRUE
Student Body President,Gil,Sanchez,Sun,4316,2001,
Treasurer,Rachel,Spencer,Fusion,4471,2001,TRUE
Treasurer,Ruby,Powell,Sun,4081,2001,
Vet Med,Robert,Young,Fusion,118,2001,TRUE
Vet Med,Mehrzad,Emad,Sun,21,2001,
Accounting,Michael,Grenon,FSP,68,2000,TRUE
Accounting,Shelley,Keesler,Impact,27,2000,
Accounting,Richard,Bray,Keg,14,2000,
Accounting,,,,,2000,
Accounting,,,,,2000,
Agriculture,Katie,Berger,Impact,137,2000,TRUE
Agriculture,Greg,Steube,Impact,137,2000,TRUE
Agriculture,Emma,Zennie,FSP,94,2000,
Agriculture,Jonathan,Zerulik,FSP,68,2000,
Agriculture,Mehreen,Chida,Vision_2000,39,2000,
Agriculture,Katherine,Serneels,Vision_2000,35,2000,
Agriculture,Kari,Krick,Keg,32,2000,
Agriculture,,,,,2000,
Agriculture,,,,,2000,
Agriculture,,,,,2000,
Architecture,Jacobie,Ricard,Impact,42,2000,TRUE
Architecture,Sarah,Gamble,Independent,37,2000,
Architecture,Valerie,Mall,FSP,14,2000,
Architecture,,,,,2000,
Architecture,,,,,2000,
Architecture,,,,,2000,
Building Construction,Matt,Brewster,FSP,51,2000,TRUE
Building Construction,Chris,Clark,Impact,38,2000,
Building Construction,Gregg,Fahrenbruch,Keg,21,2000,
Building Construction,,,,,2000,
Building Construction,,,,,2000,
Business,Clint,Atkinson,Impact,272,2000,TRUE
Business,Ryan,Griffin,FSP,258,2000,TRUE
Business,Kimberly,Blackburn,FSP,257,2000,
Business,Danielle,Sherman,Impact,257,2000,TRUE
Business,Four,Dunton,Impact,241,2000,
Business,Wellington,Chinsee,FSP,196,2000,
Business,Michelle,Marzella,Keg,106,2000,
Business,Skeeter,Scott,Vision_2000,59,2000,
Business,Richard,Rosello,Vision_2000,45,2000,
Business,Gaidi,Hartage,Vision_2000,39,2000,
Business,,,,,2000,
Business,,,,,2000,
Business,,,,,2000,
Business,,,,,2000,
Business,,,,,2000,
CLAS,Jennifer,German,Impact,353,2000,TRUE
CLAS,Cathy,Ambersley,FSP,330,2000,TRUE
CLAS,Andrew,Gibb,Impact,330,2000,TRUE
CLAS,Liz,Roosevelt,Impact,324,2000,TRUE
CLAS,Mo,Campbell,FSP,321,2000,TRUE
CLAS,Marlin,Cano,FSP,297,2000,
CLAS,Stephen,Patrick,FSP,294,2000,
CLAS,David,Brown,Impact,294,2000,
CLAS,Rob,Pepper,Impact,291,2000,
CLAS,Mike,Howle,FSP,286,2000,
CLAS,Michael,Chupp,Independent,250,2000,
CLAS,Danielle,Kotaska,Vision_2000,246,2000,
CLAS,Marilyn,Galan,Vision_2000,222,2000,
CLAS,Charles,Schnur,Vision_2000,202,2000,
CLAS,Jesse,Bradburn,Vision_2000,189,2000,
CLAS,Glenn,Babcock,Keg,186,2000,
CLAS,Jonathan,Beckham,Keg,186,2000,
CLAS,Jacob,Alldredge,Keg,181,2000,
CLAS,Jason,Padgett,Keg,173,2000,
CLAS,Maryann,Shahsavari,Independent,172,2000,
CLAS,Ernest,Williams,Vision_2000,162,2000,
CLAS,,,,,2000,
CLAS,,,,,2000,
CLAS,,,,,2000,
CLAS,,,,,2000,
CLAS,,,,,2000,
CLAS,,,,,2000,
Dentistry,Michael,Hess,Impact,50,2000,TRUE
Dentistry,,,,,2000,
Dentistry,,,,,2000,
Dentistry,,,,,2000,
Dentistry,,,,,2000,
Education,Jennifer,DeVaughn,Impact,88,2000,TRUE
Education,Sally,Delany,FSP,65,2000,
Education,,,,,2000,
Education,,,,,2000,
Education,,,,,2000,
Engineering,Ashley,Smart,FSP,385,2000,TRUE
Engineering,Heather,Virginia,FSP,340,2000,TRUE
Engineering,Rob,Szollosy,FSP,310,2000,TRUE
Engineering,Matt,Littell,Keg,178,2000,
Engineering,Erick,Frazee,Keg,172,2000,
Engineering,David,Morgenstern,Keg,161,2000,
Engineering,Hyat,Khan,Impact,156,2000,
Engineering,Travis,Park,Impact,156,2000,
Engineering,Ron,Curran,Impact,141,2000,
Engineering,Meredith,Stegall,Vision_2000,97,2000,
Engineering,Chris,McLaughlin,Vision_2000,89,2000,
Engineering,William,Heilman,Vision_2000,68,2000,
Engineering,,,,,2000,
Engineering,,,,,2000,
Engineering,,,,,2000,
Fine Arts,Jason,Locker,FSP,42,2000,TRUE
Fine Arts,Sean,Julien,Impact,16,2000,
Fine Arts,Ed,Borden,Vision_2000,11,2000,
Fine Arts,,,,,2000,
Fine Arts,,,,,2000,
Forestry_NRE,Sean,Beckwith,Impact,21,2000,TRUE
Forestry_NRE,Tina,McGee,FSP,17,2000,
Forestry_NRE,Matthew,Corby,Keg,16,2000,
Forestry_NRE,,,,,2000,
Forestry_NRE,,,,,2000,
Freshman,Jennifer,Leslie,Impact,596,2000,TRUE
Freshman,Michele,Rosenthal,Impact,584,2000,TRUE
Freshman,Chad,Provost,Impact,571,2000,TRUE
Freshman,Nava,Ben-Avraham,Impact,562,2000,TRUE
Freshman,Ana,Ferradaz,FSP,431,2000,
Freshman,David,Berry,FSP,363,2000,
Freshman,Jeff,Rubin,FSP,363,2000,
Freshman,Jeremiah,Scarbrough,FSP,329,2000,
Freshman,Chad,Tilford,Keg,134,2000,
Freshman,Brady,Beukelman,Keg,109,2000,
Freshman,Kristin,Rom,Vision_2000,96,2000,
Freshman,Derek,Gilbert,Vision_2000,86,2000,
Freshman,Sofia,Sotillo,Vision_2000,73,2000,
Freshman,Erick,Shonebarger,Vision_2000,72,2000,
Freshman,,,,,2000,
Freshman,,,,,2000,
Freshman,,,,,2000,
Freshman,,,,,2000,
Freshman,,,,,2000,
Freshman,,,,,2000,
Graduate,Xin,Wang,Impact,254,2000,TRUE
Graduate,Court,Terrell,Impact,253,2000,TRUE
Graduate,Chuck,Seegert,FSP,193,2000,TRUE
Graduate,Claude,Villiers,FSP,188,2000,
Graduate,Mustafa,Aktas,Impact,188,2000,
Graduate,Larry,Dany,FSP,185,2000,
Graduate,Mark,Thomas,Independent,149,2000,
Graduate,Jen,McCarthy,Vision_2000,129,2000,
Graduate,Gary,Slossberg,Vision_2001,106,2000,
Graduate,Mara,Lerman,Vision_2000,102,2000,
Graduate,,,,,2000,
Graduate,,,,,2000,
Graduate,,,,,2000,
Graduate,,,,,2000,
Graduate,,,,,2000,
Graduate,,,,,2000,
Health_Human,Andi,Sellers,Impact,126,2000,TRUE
Health_Human,Melissa,Sims,FSP,104,2000,
Health_Human,,,,,2000,
Health_Human,,,,,2000,
Health_Human,,,,,2000,
Journalism,Grayson,Kamm,Impact,209,2000,TRUE
Journalism,Fayrid,Ladha,FSP,185,2000,
Journalism,Ivan,Tafur,Keg,64,2000,
Journalism,Trisha,Siddens,Vision_2000,49,2000,
Journalism,,,,,2000,
Law,Samantha,Schosberg,Impact,218,2000,TRUE
Law,David,Martin,FSP,210,2000,
Law,Tomea,Sippio,Vision_2000,94,2000,
Law,,,,,2000,
Law,,,,,2000,
Medicine,Marc,Inglese,Impact,47,2000,TRUE
Medicine,Arun,Moorjani,FSP,34,2000,
Medicine,,,,,2000,
Medicine,,,,,2000,
Medicine,,,,,2000,
Nursing,Drew,Sutter,Impact,32,2000,TRUE
Nursing,Sari,Singleton,Vision_2000,28,2000,
Nursing,,,,,2000,
Nursing,,,,,2000,
Nursing,,,,,2000,
Pharmacy,Fernand,Betancourt,Impact,123,2000,TRUE
Pharmacy,Douglas,Boggs,Independent,38,2000,
Pharmacy,,,,,2000,
Pharmacy,,,,,2000,
Pharmacy,,,,,2000,
Pharmacy,,,,,2000,
Public_Health,Barbara,Perez,FSP,112,2000,TRUE
Public_Health,Jennifer,Lewin,Keg,13,2000,
Public_Health,,,,,2000,
Public_Health,,,,,2000,
Public_Health,,,,,2000,
Sophomore,Rachel,Spencer,Impact,782,2000,TRUE
Sophomore,Sean,Mills,Impact,761,2000,TRUE
Sophomore,Suzette,Maylor,Impact,732,2000,TRUE
Sophomore,Candice,Sturgis,Impact,721,2000,TRUE
Sophomore,Shuchi,Patel,Impact,712,2000,TRUE
Sophomore,Victoria,Martinez,FSP,626,2000,
Sophomore,Ryan,Hyde,FSP,600,2000,
Sophomore,Ari,Luxenberg,FSP,581,2000,
Sophomore,Cyndi,Shettle,FSP,573,2000,
Sophomore,Keith,Racine,FSP,566,2000,
Sophomore,Alex,Alonso,Vision_2000,204,2000,
Sophomore,Rene,Thomas,Vision_2000,197,2000,
Sophomore,Ken,Kerns,Vision_2000,191,2000,
Sophomore,Jason,Gover,Vision_2000,183,2000,
Sophomore,John,Hoyt,Vision_2000,169,2000,
Sophomore,,,,,2000,
Sophomore,,,,,2000,
Sophomore,,,,,2000,
Sophomore,,,,,2000,
Sophomore,,,,,2000,
Sophomore,,,,,2000,
Sophomore,,,,,2000,
Sophomore,,,,,2000,
Sophomore,,,,,2000,
